ShipmentID,VendorID,ProductID,Quantity,ShipDate,ActualDeliveryDate,ExpectedDeliveryDate,Status,ShippingMode,CarrierName,DelayReason,DeliveryCost,TrackingID
181,79,838,63,2024-03-21,,2024-04-02,Pending,Air,Estes Express Lines,,191.7,64b7fffe-6079-4b8d-8dcc-191d3c82a108
182,233,129,20,2024-08-05,2024-08-22,2024-08-22,Delivered,Sea,XPO Logistics,,181.77,c6d18dab-56c8-4f24-86e6-8fe70a5ce404
183,8,1928,56,2025-06-28,2025-07-03,2025-07-03,Delivered,Sea,UPS,,90.52,6b51f141-3b23-498c-af30-fdb0c0a0dbdc
184,455,1647,81,2025-03-10,2025-04-08,2025-04-08,Delivered,Road,Old Dominion Freight Line,,199.42,22783b50-9348-49b5-b68a-6313ba759cef
185,461,312,1,2024-03-09,2024-04-08,2024-04-07,Delivered,Air,USPS,,43.81,2a16222f-c3df-48ae-a958-ad748844ccd9
186,170,588,8,2023-10-28,2023-11-10,2023-11-10,Delivered,Road,Expeditors International,,60.3,2ec1a5bd-02ff-443b-9f25-96d5e0905afb
187,285,1413,20,2024-06-15,2024-06-24,2024-06-23,Delivered,Sea,UPS,,134.6,26809db9-0fba-42e3-8926-91a0cafad91c
188,322,515,52,2025-09-19,2025-10-07,2025-10-06,Delivered,Air,Kuehne + Nagel,,132.73,6d9ccc2d-431e-42fc-9f81-6a68c53710c7
189,253,539,43,2025-04-01,2025-04-22,2025-04-20,Delivered,Sea,ArcBest,,49.91,e5cac5ab-31d9-4a04-b780-af438c9d5aee
190,442,314,78,2023-10-24,2023-11-13,2023-11-11,Delivered,Sea,UPS,,105.95,79957c80-3b2a-4917-95ae-9c13e9a20dec
191,199,691,7,2025-05-27,2025-06-08,2025-06-06,Delivered,Air,Old Dominion Freight Line,,52.59,d5d2d5c4-4f58-4627-9eb7-fc3a887abc21
192,357,1617,28,2023-10-15,2023-11-04,2023-11-01,Delivered,Air,Expeditors International,,27.49,6c259772-cd22-4e21-963a-d933868816d6
193,437,644,18,2024-08-05,2024-08-22,2024-08-24,Delivered,Air,Panalpina,,84.49,f7087a95-88e0-4562-9acd-ee651dffd351
194,131,1063,73,2024-07-11,2024-07-22,2024-07-23,Delivered,Road,ArcBest,,166.89,c4544193-cd0d-4183-85c1-31afb188694a
195,28,1549,99,2025-08-24,2025-08-29,2025-08-30,Delivered,Air,Kuehne + Nagel,,6.66,6e943324-a9e3-4b03-8771-8518c813bac5
196,125,314,33,2024-08-14,2024-08-29,2024-08-26,Delivered,Air,YRC Worldwide,,69.61,5d23d078-3300-449d-859a-d2f9918729d1
197,370,1574,47,2024-01-27,2024-02-17,2024-02-11,Delayed,Sea,YRC Worldwide,Supplier Delay,125.68,7b7b1b5b-5d44-4620-85bd-e11d3f94ddc4
198,388,1491,81,2025-03-07,2025-03-17,2025-03-18,Delivered,Air,DB Schenker,,25.48,a5b04f42-1f47-4f35-a9b7-f5c4dfdc875e
199,451,1616,48,2024-01-23,2024-02-21,2024-02-20,Delivered,Road,Deutsche Post,,191.4,e1730241-7c3a-44e2-aab8-8322290d91a6
200,102,1475,19,2023-10-06,2023-10-19,2023-10-20,Delivered,Air,DB Schenker,,81.76,236634c7-9211-4725-99a8-2293f460dd19
201,317,736,5,2025-01-16,2025-02-01,2025-01-31,Delivered,Air,Amazon Logistics,,25.0,71ed69fd-56d3-460e-80b9-0e4a39a94ca9
202,104,766,76,2024-03-23,2024-03-16,2024-03-18,Delivered,Sea,TNT Express,,197.92,cd814e1c-bbda-4bda-b718-22bea8276f6a
203,497,1314,6,2024-03-04,2024-04-01,2024-04-01,Delivered,Air,Old Dominion Freight Line,,11.43,5efe3ae5-2fcf-4838-a74b-8edd3b63bef9
204,136,922,20,2025-04-11,2025-04-21,2025-04-21,Delivered,Road,USPS,,76.04,d4627bc9-d4b5-40a4-92fe-4c0b09fa7e20
205,473,1715,61,2024-12-20,2025-01-09,2025-01-10,Delivered,Air,XPO Logistics,,74.23,f32d214f-a8c8-40a3-b9a3-9c21285c9e51
206,315,1070,3,2023-12-10,2023-12-29,2023-12-21,Delayed,Road,DHL,Logistics Issue,9.14,bf56a6b1-e54c-4af1-adcb-2f779321e548
207,440,738,91,2024-09-10,2024-09-28,2024-09-27,Delivered,Air,USPS,,82.02,eb5a69dc-b91b-4899-a57f-64f3ddd8fda5
208,422,1583,91,2023-10-11,2023-10-17,2023-10-19,Delivered,Road,Ryder,,27.6,c98db376-539d-4c9c-832d-07811eb3be6f
209,385,16,31,2024-02-26,,2024-03-12,Pending,Road,XPO Logistics,,127.68,8774a291-c4ef-4bd9-9e29-ded27e858a09
210,393,1127,56,2023-10-27,2023-11-14,2023-11-14,Delivered,Air,Saia,,121.34,054ddc00-25bf-477a-8759-bd059786e3d0
211,368,1690,82,2025-07-02,2025-07-16,2025-07-11,Delayed,Road,Amazon Logistics,Logistics Issue,166.43,3f6c7fbc-fc50-41a9-9eb9-84d5f20eab7a
212,189,871,49,2025-01-24,,2025-02-07,Pending,Air,Saia,,93.14,ad17a41b-e368-41af-b511-d510f0b77e04
213,254,384,84,2025-07-12,2025-08-02,2025-07-30,Delivered,Sea,Old Dominion Freight Line,,147.39,27c4e321-13a4-46d4-b830-175c55f5a4f3
214,326,1192,9,2024-10-22,2024-11-07,2024-11-06,Delivered,Air,Old Dominion Freight Line,,63.87,98293e3b-bc56-4eda-b264-878ad4b5b6b2
215,266,239,48,2024-04-03,2024-05-09,2024-04-20,Delayed,Road,TNT Express,Missing Documentation,58.0,bfc86e2a-5d77-4251-9521-fdf038982ed7
216,487,411,76,2024-12-31,2025-02-01,2025-01-29,Delivered,Sea,Amazon Logistics,,135.64,41deab94-6f20-449d-a791-d9d7149fb8b7
217,199,204,56,2025-02-14,2025-02-22,2025-02-24,Delivered,Road,Estes Express Lines,,167.43,5699ff36-d728-4d1a-892f-823ebb98a331
218,445,1420,21,2025-03-23,2025-04-09,2025-04-07,Delivered,Sea,Old Dominion Freight Line,,158.28,41d51ef0-ac6e-466e-b757-9e5ba35b90d3
219,209,946,27,2024-02-15,,2024-02-25,Pending,Sea,J.B. Hunt,,120.32,7fa91ef5-844b-464b-ba24-1d8513508a36
220,208,10,24,2024-10-15,2024-11-07,2024-10-23,Delayed,Air,Expeditors International,Missing Documentation,94.9,582f1aa1-0cb0-41d8-8703-ba1d3a178db6
221,470,524,93,2025-07-27,2025-08-26,2025-08-23,Delivered,Sea,DB Schenker,,25.46,55cfe71a-cdfd-461d-abdd-896d5b07045f
222,129,1288,47,2024-09-28,2024-10-26,2024-10-15,Delayed,Air,C.H. Robinson,Weather,197.61,30fea208-831e-4dd6-af20-95baed784804
223,12,1418,49,2024-07-05,2024-07-10,2024-07-11,Delivered,Air,Old Dominion Freight Line,,12.74,cc27a757-ae2a-473b-9af4-ddab48a5d85b
224,414,1660,30,2024-01-08,2024-01-25,2024-01-26,Delivered,Road,FedEx,,151.43,65a37ff0-f5ce-4c11-9aed-8378b726c953
225,253,350,100,2025-05-22,2025-06-08,2025-06-10,Delivered,Sea,J.B. Hunt,,112.11,8ed0d150-c783-4a19-8046-a1d0e075a6ca
226,113,1576,41,2023-11-27,2023-12-13,2023-12-14,Delivered,Air,Saia,,56.44,3a9dc781-a78e-47db-aedb-bd97da330240
227,58,543,98,2023-10-07,2023-10-30,2023-10-26,Delayed,Sea,J.B. Hunt,Logistics Issue,156.97,f689fcae-cde6-431d-bb18-5d45ebf4a80a
228,93,207,56,2025-02-10,2025-02-23,2025-02-21,Delivered,Air,Panalpina,,80.21,da5d0838-8f15-40a2-98c9-08c22a08648c
229,87,461,73,2024-02-03,2024-02-13,2024-02-11,Delivered,Air,DB Schenker,,104.37,3f3b9bce-5817-4a8d-b087-a2da6502b5b7
230,65,1800,90,2025-03-13,2025-03-30,2025-03-30,Delivered,Air,Kuehne + Nagel,,109.07,3a44b015-c391-4487-9a79-f51f55ece99b
231,35,187,22,2024-11-01,2024-11-04,2024-11-05,Delivered,Sea,Estes Express Lines,,136.49,1bad69e6-8476-4183-aae2-bc7c1d884763
232,414,1163,51,2023-10-22,2023-11-09,2023-11-09,Delivered,Road,Ryder,,66.14,688ac45b-8ff8-45db-bfb2-07a1f240218a
233,301,1147,40,2025-04-08,2025-04-17,2025-04-18,Delivered,Road,FedEx,,76.16,9e15b445-22d5-47e1-bb2e-e0f1495895c8
234,297,990,44,2025-07-18,2025-07-31,2025-07-30,Delivered,Air,Old Dominion Freight Line,,57.43,2ca4b37e-3ba9-4d7f-8e58-7744aa8dfc0c
235,248,1855,77,2023-11-28,2023-12-14,2023-12-11,Delivered,Road,DB Schenker,,120.05,941ae9f5-4ab4-4e8f-b70a-4c8a439ad870
236,383,1575,24,2024-03-16,2024-03-26,2024-03-26,Delivered,Air,Deutsche Post,,195.61,92dc7ea4-4117-47ef-93c6-5781b9c9f671
237,362,1619,32,2024-05-12,2024-05-25,2024-05-22,Delivered,Air,Kuehne + Nagel,,170.26,be1c8bb7-7ee7-4ce0-9c8a-7ced0118f0d4
238,385,1727,54,2024-06-29,2024-07-16,2024-07-14,Delivered,Air,Estes Express Lines,,28.73,efc048ba-babe-4dd2-b81f-35f0fe184cd3
239,195,1152,10,2025-04-17,2025-04-24,2025-04-26,Delivered,Air,ArcBest,,121.95,bde24008-ceaf-4d87-a34a-dafbaa5abae2
240,69,806,93,2025-02-17,2025-03-05,2025-03-03,Delivered,Air,DHL,,166.69,fef4a950-86ac-48df-971b-12b3a7e40b2a
241,262,1616,27,2024-09-17,2024-10-01,2024-09-28,Delivered,Sea,TNT Express,,65.53,8f667ee7-0557-4ad0-8f06-d5bb655e1530
242,483,534,2,2024-08-23,2024-09-18,2024-09-20,Delivered,Sea,C.H. Robinson,,12.67,9ebcad75-96ea-4b86-9c46-c60b0f20044f
243,472,787,1,2025-03-27,,2025-04-23,Pending,Road,Expeditors International,,161.77,29596ecf-b347-4e3b-84b6-a11f5de17718
244,382,325,81,2024-08-27,2024-09-14,2024-09-15,Delivered,Road,YRC Worldwide,,176.25,9a1ba8b8-2074-47b6-a534-9e9a6c9f704d
245,7,1274,69,2024-03-04,2024-03-13,2024-03-11,Delivered,Sea,DB Schenker,,26.85,a23c8ea3-e270-4f49-abd3-1c2176e66f51
246,107,1982,56,2024-09-08,2024-10-08,2024-09-27,Delayed,Road,YRC Worldwide,Logistics Issue,91.14,214a4055-f4ce-49c9-b26e-5e6f7d713d54
247,497,905,44,2025-04-30,2025-05-26,2025-05-28,Delivered,Air,C.H. Robinson,,112.26,ab2ba5ea-08e9-4c0c-a913-c5e73de91d22
248,93,497,13,2025-09-29,2025-10-12,2025-10-10,Delivered,Sea,Expeditors International,,75.62,6df9afb3-cd0a-4bc8-9a46-6591b866596a
249,223,733,72,2024-08-11,2024-08-29,2024-08-28,Delivered,Road,UPS,,148.47,f5f55bee-6cd9-42b3-9b7e-3c4f4b366ddf
250,267,1871,100,2024-02-14,2024-02-25,2024-02-27,Delivered,Sea,Panalpina,,22.44,dafb23ac-5a81-416d-9cbd-c4ef3fd28d21
251,38,373,45,2024-11-29,2024-12-07,2024-12-06,Delivered,Sea,UPS,,38.58,3213fa96-774a-4280-98b2-e9845443335c
252,171,1116,96,2023-12-18,2023-12-30,2023-12-27,Delivered,Sea,DHL,,140.61,07e3b147-3037-46d5-912e-c721f1696052
253,182,162,5,2024-06-17,2024-06-30,2024-06-29,Delivered,Road,Saia,,120.77,04d6ec56-62dd-46c6-9d48-58d1657f9fde
254,401,739,97,2025-07-12,2025-07-22,2025-07-20,Delivered,Road,Old Dominion Freight Line,,156.79,06e5d95f-ae91-4348-9c82-407206ce8d96
255,351,1946,85,2024-03-30,2024-04-10,2024-04-07,Delivered,Road,Saia,,32.83,d37db8b1-8446-4ea8-8374-58de17b2004e
256,147,1337,46,2025-05-24,2025-06-03,2025-06-02,Delivered,Sea,Kuehne + Nagel,,129.07,66903a8e-b4da-41c6-82ad-dbd9fa3c59b6
257,161,1789,83,2023-11-01,2023-11-10,2023-11-10,Delivered,Air,TNT Express,,70.15,04d59ec7-0493-476a-830d-c6d1ab60f045
258,237,1982,45,2024-11-14,2024-11-20,2024-11-22,Delivered,Sea,UPS,,183.88,22ed817a-8e6c-4bf5-8115-9f0f91cb104a
259,409,1583,78,2024-01-30,2024-02-24,2024-02-18,Delayed,Sea,Old Dominion Freight Line,Customs,140.51,3e27d8c2-c112-443f-8bc2-4438245fe793
260,72,1178,71,2024-01-16,2024-02-11,2024-01-26,Delayed,Air,Panalpina,Supplier Delay,27.36,a1acbaf4-a225-4085-8e1f-665bead92c61
261,419,1060,88,2025-01-31,2025-02-19,2025-02-17,Delivered,Air,DHL,,40.92,59caf41e-50a0-43df-a78c-6bdb02d015c4
262,339,424,38,2024-07-09,2024-07-16,2024-07-18,Delivered,Sea,USPS,,195.62,c4e8d6c4-518a-43df-860b-8fc42acbb965
263,353,1206,86,2025-09-09,2025-09-16,2025-09-18,Delivered,Sea,USPS,,37.69,73fa390c-98c9-4d1f-919e-ebb78795e5a0
264,352,1299,28,2024-01-27,2024-02-11,2024-02-10,Delivered,Road,Saia,,53.37,1a1b8f31-6606-4e7d-9067-daca3c626cbe
265,230,1391,86,2025-04-10,2025-04-18,2025-04-18,Delivered,Road,Ryder,,190.89,c6f85c3e-a9d6-46c9-aaae-22eb4a694089
266,365,969,86,2024-01-04,2024-01-22,2024-01-21,Delivered,Road,Deutsche Post,,122.91,19e8970f-6ffc-453b-acca-345db816a369
267,91,457,79,2024-07-20,2024-08-12,2024-08-02,Delayed,Sea,DHL,Customs,145.14,c45628bf-6592-46e6-be79-2a663cb8a4b4
268,500,1419,61,2024-07-28,2024-08-17,2024-08-18,Delivered,Sea,Estes Express Lines,,45.78,c47a1117-8576-44c5-b1cd-f9975e027604
269,423,1209,18,2025-06-05,2025-06-15,2025-06-15,Delivered,Air,C.H. Robinson,,95.93,2a90d49b-511d-4d36-8128-d57a47c523c4
270,370,1711,25,2025-09-12,2025-09-29,2025-09-27,Delivered,Air,YRC Worldwide,,177.2,0452d9af-a758-4253-9d32-f5b34b6ba647
271,272,1253,77,2025-01-11,2025-01-29,2025-01-28,Delivered,Sea,Estes Express Lines,,33.46,c64e2a1c-b83a-49ea-8ad7-1979dc6756f8
272,188,1297,16,2025-06-16,2025-06-27,2025-06-29,Delivered,Road,Deutsche Post,,77.34,731e83c9-342c-4061-a93b-4d543838b7d0
273,261,952,32,2023-12-07,2023-12-22,2023-12-23,Delivered,Road,DB Schenker,,62.23,da46cffe-f499-424e-9e2b-ba583df197d9
274,438,1454,73,2024-09-05,2024-09-22,2024-09-19,Delivered,Sea,Expeditors International,,71.95,b23f2795-9b83-4bb7-baec-92c556cdc406
275,244,1581,70,2024-05-07,2024-05-26,2024-05-19,Delayed,Air,UPS,Logistics Issue,133.99,fb5c754a-a732-473d-9649-d508f79ff916
276,466,439,55,2024-06-24,2024-08-06,2024-07-23,Delayed,Air,FedEx,Weather,76.38,a0077e61-8c02-432a-a055-7672cd0b1d91
277,281,1249,93,2023-12-20,2023-12-28,2023-12-30,Delivered,Air,USPS,,132.22,f25d4cad-a012-4b40-b221-bbb352713ee9
278,271,26,53,2025-03-30,2025-04-05,2025-04-07,Delivered,Road,DHL,,149.21,f8d96e97-5183-44ec-87bb-0b991a7950da
279,88,1283,71,2024-05-16,2024-06-01,2024-05-31,Delivered,Road,J.B. Hunt,,135.12,61ac8ddb-3d87-423f-be31-9cadcfc17e1b
280,480,278,68,2025-07-15,2025-08-18,2025-08-06,Delayed,Road,DHL,Missing Documentation,28.65,3cbae196-9278-4a64-969d-42e130ca9109
281,253,1314,74,2024-02-22,2024-03-18,2024-03-12,Delayed,Air,XPO Logistics,Customs,196.19,ab7b3c43-24cd-42ad-96e8-dfed60f57ad5
282,462,841,29,2023-10-02,2023-10-30,2023-11-01,Delivered,Road,FedEx,,90.16,67efa79b-45d5-4c75-9a1c-5bb1519c4476
283,386,1627,15,2023-12-05,2023-12-22,2023-12-21,Delivered,Sea,ArcBest,,38.84,a10dc6bd-5bfd-4950-82ba-6c9b83cbe635
284,60,1353,78,2024-05-12,2024-05-28,2024-05-28,Delivered,Sea,UPS,,180.08,19b583df-b4c7-40ba-9344-6bef3c00e5a3
285,318,1267,97,2025-08-19,2025-09-22,2025-09-02,Delayed,Road,Kuehne + Nagel,Supplier Delay,77.23,2279a0e5-dea4-4f20-a00e-ae7534bef63b
286,44,1687,17,2024-01-24,2024-01-30,2024-01-31,Delivered,Air,XPO Logistics,,55.59,c2bf3279-6c71-4157-95ae-7863a0d2219b
287,403,1317,78,2025-02-23,2025-03-11,2025-03-09,Delivered,Sea,Kuehne + Nagel,,69.91,0c86a17e-ff4a-49cb-87f9-12d9f5db79d8
288,264,1125,78,2023-12-15,2024-01-06,2024-01-03,Delivered,Road,C.H. Robinson,,190.0,5750bcce-aeb6-46d8-8ad9-c7411cd932a7
289,401,488,20,2024-05-12,2024-06-08,2024-05-20,Delayed,Sea,TNT Express,Logistics Issue,72.66,6d9120d8-3cea-45fd-b3a4-fe9e8ee13248
290,111,160,78,2025-09-09,2025-09-26,2025-09-28,Delivered,Sea,Panalpina,,70.18,42a080ef-762f-4e3b-b8f1-bfa6dc9941c2
291,362,725,48,2024-10-07,2024-10-15,2024-10-17,Delivered,Road,FedEx,,29.85,67315090-ac3d-4d69-a416-d3fbe95b6461
292,497,1449,52,2025-09-26,2025-10-25,2025-10-24,Delivered,Air,Ryder,,138.68,91af4ffb-cc53-40d7-a56d-012337689c4c
293,174,1455,57,2025-01-24,2025-02-05,2025-02-03,Delivered,Sea,Deutsche Post,,69.41,f31ae1ed-b306-4a83-ac69-ae5368fc33ad
294,271,1075,90,2023-12-12,2023-12-23,2023-12-20,Delivered,Air,TNT Express,,95.36,f244ca68-9d63-4c40-80da-6a68bd4319d7
295,119,289,10,2023-11-19,,2023-11-27,Pending,Air,DB Schenker,,94.66,e1bbbc8f-f2b0-4f06-bb84-f35ed61ebed7
296,430,1459,7,2024-07-16,2024-07-25,2024-07-25,Delivered,Air,C.H. Robinson,,12.71,c7a07101-9989-455e-844f-6f895a00179d
297,108,1817,25,2025-09-22,2025-10-05,2025-10-07,Delivered,Road,Estes Express Lines,,159.96,703dc083-4371-44b5-8e91-1dbb247c6b75
298,455,1556,46,2023-10-06,2023-11-02,2023-11-04,Delivered,Road,Panalpina,,52.11,a3f5adf3-18ef-4d67-b134-a068bb0d23f9
299,36,1999,50,2024-01-16,2024-01-17,2024-01-19,Delivered,Air,ArcBest,,188.45,21643c43-083d-412a-b7a5-ce63ce25bad3
300,293,1267,42,2025-01-10,2025-01-22,2025-01-24,Delivered,Road,USPS,,165.62,95141283-9ecd-4fd5-8e3d-655c4913b80d
301,93,976,33,2023-12-11,2023-12-22,2023-12-22,Delivered,Road,UPS,,106.08,b48fec6b-9679-46a7-8b7f-a50a483c0166
302,8,626,52,2025-04-30,2025-05-03,2025-05-05,Delivered,Road,Amazon Logistics,,191.59,dbf47c6e-179a-46c6-8399-972117b199e2
303,129,111,45,2024-08-17,2024-09-01,2024-09-03,Delivered,Sea,UPS,,18.88,9a1c84ce-1441-4597-b568-851005e91cfc
304,479,1567,9,2023-12-07,2023-12-29,2023-12-31,Delivered,Road,J.B. Hunt,,24.72,48c271f6-5194-4e9f-88cc-c567f7320c9f
305,472,1365,92,2023-11-10,2023-12-09,2023-12-07,Delivered,Air,Kuehne + Nagel,,23.27,459786eb-c5c9-439b-a70f-4b1ce3b14e6f
306,111,306,74,2025-04-30,2025-05-27,2025-05-19,Delayed,Air,Old Dominion Freight Line,Missing Documentation,24.36,4058d678-6a32-4c72-8f9d-18a0bad055a5
307,357,1335,47,2024-02-05,2024-02-21,2024-02-22,Delivered,Sea,YRC Worldwide,,147.33,f3af2c70-b029-4018-9aa5-0bb44f7c6ca8
308,350,1547,52,2024-11-11,2024-11-22,2024-11-21,Delivered,Air,XPO Logistics,,185.94,355ad938-31dd-47e4-ad12-1245b87520f1
309,95,471,5,2025-02-01,2025-02-12,2025-02-13,Delivered,Air,Amazon Logistics,,62.5,b7e36c39-0feb-47b7-ad78-bdb205292eab
310,337,1573,98,2024-02-15,2024-02-26,2024-02-26,Delivered,Air,XPO Logistics,,78.63,7643f3af-961e-473b-b7c2-f9cb834fdc8b
311,497,1156,30,2025-07-01,2025-07-28,2025-07-29,Delivered,Air,XPO Logistics,,177.9,f67a0734-30ac-4908-b5f9-e4b907a0b6a5
312,287,1802,28,2024-04-15,2024-04-30,2024-05-01,Delivered,Road,TNT Express,,149.19,a8394c66-895b-49cf-b11b-a9ec55325a17
313,279,175,59,2023-12-24,2024-01-05,2024-01-05,Delivered,Air,DB Schenker,,138.95,e43b8d6d-3e50-41e6-b108-920b1dfcaa00
314,489,648,13,2025-06-18,2025-07-30,2025-07-14,Delayed,Sea,Ryder,Customs,197.46,fc48db64-f258-45d6-9642-47f06cb7bfe3
315,193,1893,11,2023-12-03,2023-12-21,2023-12-18,Delivered,Air,Old Dominion Freight Line,,42.72,59e4f4d6-aeaa-4a63-8225-a9d3c696d6aa
316,75,1319,74,2025-07-16,2025-07-30,2025-07-30,Delivered,Road,XPO Logistics,,115.03,d85e43ba-bf2a-480d-abbf-6ed0dc9b2932
317,245,1299,47,2024-07-22,2024-08-01,2024-08-02,Delivered,Air,Old Dominion Freight Line,,102.64,6156d3b8-5adf-4726-92c7-80f871b032ac
318,366,1429,50,2025-03-27,2025-04-07,2025-04-09,Delivered,Sea,Estes Express Lines,,142.82,9c497346-31b0-428c-9825-949d6546a217
319,410,1730,89,2025-09-17,2025-10-14,2025-09-27,Delayed,Sea,Amazon Logistics,Logistics Issue,64.78,7af37532-0dbb-411f-9450-c84512761e96
320,304,6,32,2025-09-05,2025-09-13,2025-09-13,Delivered,Air,YRC Worldwide,,25.56,c66adffb-a1ca-4323-8562-6eb2c327446f
321,494,200,28,2025-06-03,2025-07-03,2025-06-30,Delivered,Air,Expeditors International,,112.69,744caa83-434f-4f65-a177-c79ad1077847
322,237,1801,66,2024-03-15,2024-03-22,2024-03-23,Delivered,Road,Panalpina,,67.25,6de58f3c-3d74-4ced-a0f0-c304083eed76
323,356,560,81,2023-12-15,2023-12-28,2023-12-29,Delivered,Sea,XPO Logistics,,50.56,42a76a84-8667-49e4-ad3d-e42afd1de9b7
324,264,162,47,2023-10-27,2023-11-17,2023-11-15,Delivered,Road,XPO Logistics,,31.37,c7539397-bb5a-42d5-86ab-3ad2183736e2
325,207,160,83,2025-09-24,2025-10-04,2025-10-04,Delivered,Road,Saia,,97.91,bf135a2c-a4c1-4a1b-8873-d37db2439afa
326,135,818,95,2024-05-20,2024-05-31,2024-05-28,Delivered,Air,Old Dominion Freight Line,,165.66,c4d220cd-6f47-4d59-8587-56dce4b07a2b
327,153,953,48,2025-06-15,2025-06-27,2025-06-25,Delivered,Road,DB Schenker,,170.72,19b50229-8367-44ca-8cee-4eadd2a9ced6
328,482,643,76,2025-09-10,2025-10-11,2025-10-10,Delivered,Air,TNT Express,,158.32,4a084d87-8142-4212-918f-22abec50dde6
329,340,1781,2,2024-07-21,2024-08-08,2024-08-06,Delivered,Sea,DHL,,107.71,ed6ed5a6-3450-443a-81cd-4ae05122035f
330,460,763,72,2024-01-04,2024-01-31,2024-02-02,Delivered,Air,USPS,,54.56,c01cdde9-0605-424b-a08d-0db5cab0c184
331,358,249,12,2025-08-27,2025-09-13,2025-09-13,Delivered,Road,FedEx,,143.75,2de41efe-bf67-4374-bccb-650b7395e8ad
332,265,999,29,2024-07-24,2024-08-06,2024-08-06,Delivered,Sea,XPO Logistics,,97.93,6e7da57a-5409-456c-973f-93edbd1f0b28
333,167,795,19,2025-06-02,2025-06-18,2025-06-20,Delivered,Sea,Kuehne + Nagel,,165.1,adbda356-3a8e-4042-9d19-6aa8449ec26c
334,350,699,88,2024-03-28,2024-04-05,2024-04-07,Delivered,Road,Ryder,,148.88,716c442a-ea06-4163-88a6-4eada5f4032e
335,65,66,3,2024-07-23,2024-08-18,2024-08-09,Delayed,Road,Ryder,Weather,31.23,6759d5a0-c2e8-4af0-87b7-604bb77971a3
336,220,904,52,2024-03-15,2024-03-22,2024-03-24,Delivered,Sea,C.H. Robinson,,118.53,3ac1ea8f-8b16-44b7-8b02-83cec87eb35c
337,357,1483,5,2024-05-01,2024-05-18,2024-05-18,Delivered,Road,ArcBest,,138.06,a7d4f0ec-6be9-4249-ad70-92d3e55b7c08
338,359,376,29,2025-09-21,2025-10-03,2025-10-01,Delivered,Sea,Kuehne + Nagel,,115.95,12665e5d-0731-4fe1-af2c-9727357d7d65
339,452,1012,84,2024-10-19,2024-12-02,2024-11-16,Delayed,Road,Panalpina,Weather,143.52,552f8ee5-4fc3-4d48-8bd6-ba148d62cc29
340,238,1770,81,2025-06-10,2025-06-28,2025-06-28,Delivered,Air,Old Dominion Freight Line,,37.51,e197b8af-ae4b-4d81-bb5e-f3ebf9791168
341,375,134,23,2023-10-03,2023-10-30,2023-10-21,Delayed,Air,C.H. Robinson,Customs,52.85,277a4aba-ca3e-4ede-9da6-f20229410b74
342,256,773,5,2024-11-15,2024-12-04,2024-12-03,Delivered,Road,Saia,,191.53,c6b8ec98-26e5-4613-9cc9-247f38b3e40a
343,441,99,50,2025-06-14,2025-06-29,2025-06-27,Delivered,Sea,UPS,,152.21,1ee7e6ac-3af0-428a-85ba-f8d85f0a0c49
344,386,726,10,2024-03-15,2024-03-29,2024-03-31,Delivered,Air,Panalpina,,87.44,f0a6116b-09bc-437e-bbd4-fcf8da121e70
345,126,1371,94,2024-03-25,2024-04-10,2024-04-07,Delivered,Sea,UPS,,19.44,f1a647d8-97c3-4674-8619-09162dd259d4
346,355,1383,31,2025-06-26,2025-07-05,2025-07-06,Delivered,Sea,USPS,,156.76,d4d9206d-a352-4d57-ac0f-aa8e7352f491
347,468,670,92,2024-02-24,2024-03-14,2024-03-16,Delivered,Sea,ArcBest,,30.42,dd53bd11-c0ec-42bf-8280-351804c7c344
348,197,190,31,2024-07-02,2024-07-19,2024-07-17,Delivered,Air,Ryder,,10.22,fa23257d-833e-4126-af46-de78721dee97
349,458,1368,26,2025-02-04,2025-03-08,2025-03-05,Delivered,Air,Kuehne + Nagel,,98.88,d72a81f8-2b4d-4a6f-930e-9a03fc2a95ae
350,170,1957,21,2024-04-29,2024-05-29,2024-05-12,Delayed,Road,UPS,Logistics Issue,131.58,2ea7609e-41c0-4692-a3d8-4592d7898c32
351,343,830,34,2025-07-03,2025-07-20,2025-07-20,Delivered,Air,C.H. Robinson,,183.61,fa4e6770-aa9b-441c-bd53-6bbd34ccc922
352,214,902,35,2025-04-13,2025-05-02,2025-04-29,Delivered,Road,J.B. Hunt,,165.91,2ff1af09-352a-4753-961f-5802a666d730
353,497,1967,6,2024-08-28,2024-09-27,2024-09-25,Delivered,Road,Old Dominion Freight Line,,146.52,23ada914-46f5-41d2-b5c5-e13a7bb36bb7
354,440,1889,60,2023-12-29,2024-01-17,2024-01-15,Delivered,Road,XPO Logistics,,163.33,ec3eabcb-b970-40b1-af43-deb170760c8b
355,314,310,48,2024-11-27,2024-12-08,2024-12-08,Delivered,Road,ArcBest,,162.03,7a222cbb-e0a3-4c4c-9094-269dde148418
356,269,1662,85,2023-11-08,2023-11-16,2023-11-18,Delivered,Sea,Panalpina,,61.16,dcb2641f-eaea-4e38-b615-c209c2428331
357,391,1361,68,2024-12-15,2024-12-27,2024-12-26,Delivered,Air,Old Dominion Freight Line,,65.28,445607e6-a4ed-498d-8e44-27d1ab8688b1
358,463,71,20,2024-06-24,2024-07-20,2024-07-20,Delivered,Air,C.H. Robinson,,16.04,07a28549-23c4-462a-ae99-7581d3f7143e
